network_id node_id idk1 idk2
451 1106568 8 0
452 1153685 53 0
453 1144515 68 0
454 705882 63 0
455 1113204 58 0
456 535892 64 0
457 1125312 41 0
458 203035 47 0
459 600407 2 0
460 1154159 43 0
461 60170 8 0
462 1153635 58 0
463 1120770 67 0
464 39505 39 0
465 1154554 31 0
466 1109758 64 0
467 747714 12 0
468 135782 6 0
469 218433 66 0
470 14429 9 0
471 773624 17 0
472 1122345 1 0
473 1124844 8 0
474 484849 20 0
475 218154 15 0
476 1152641 14 0
477 1152476 62 0
478 202628 24 0
479 470989 56 0
480 312358 4 0
481 1153454 28 0
482 753507 70 0
483 345288 34 0
484 705791 18 0
485 1126965 46 0
486 1113908 14 0
487 1153543 5 0
488 592055 17 0
489 17280 1 0
490 1154538 36 0
491 1112273 5 0
492 412501 20 0
493 1132126 26 0
494 276148 55 0
495 154392 59 0
496 238326 1 0
497 1127867 11 0
498 540985 24 0
499 1135945 35 0
500 1131344 8 0
501 142645 23 0
502 304940 45 0
503 24996 67 0
504 1128316 7 0
505 1106427 63 0
506 89907 61 0
507 10735 68 0
508 1154824 54 0
509 137923 70 0
510 1132446 17 0
511 195825 55 0
512 1114004 26 0
513 125013 56 0
514 33016 10 0
515 16662 1 0
516 862149 66 0
517 1120211 8 0
518 1050896 17 0
519 6566 35 0
520 386161 16 0
521 1153449 46 0
522 107186 27 0
523 146687 58 0
524 714174 44 0
525 1046630 61 0
526 20373 53 0
527 44093 18 0
528 1123254 32 0
529 316433 47 0
530 7163 18 0
531 1121861 29 0
532 851818 16 0
533 619232 58 0
534 762980 8 0
535 88929 9 0
536 753168 46 0
537 1139790 61 0
538 89388 64 0
539 1117341 5 0
540 1107828 65 0
541 1122425 10 0
542 1137392 37 0
543 595056 7 0
544 1153012 17 0
545 1118737 18 0
546 1115083 15 0
547 1108815 14 0
548 1112769 16 0
549 1153681 46 0
550 198593 58 0
551 1105810 6 0
552 508142 64 0
553 84741 60 0
554 574659 7 0
555 86351 58 0
556 1115718 62 0
557 7532 8 0
558 217139 6 0
559 755002 18 0
560 129184 61 0
561 414973 44 0
562 934855 48 0
563 782196 31 0
564 214631 60 0
565 1115082 12 0
566 562971 44 0
567 361638 66 0
568 1119715 61 0
569 179719 48 0
570 634871 1 0
571 1115947 49 0
572 1137912 56 0
573 1114526 12 0
574 1138716 54 0
575 1105493 55 0
576 253706 1 0
577 1109646 55 0
578 13718 13 0
579 216745 14 0
580 1103259 46 0
581 194609 8 0
582 857105 62 0
583 323224 28 0
584 1124881 20 0
585 1116446 15 0
586 1110617 70 0
587 1121539 14 0
588 1106733 55 0
589 1106328 60 0
590 36167 10 0
591 1153291 68 0
592 1112944 48 0
593 1152876 63 0
594 840327 70 0
595 1112746 46 0
596 82087 7 0
597 248458 21 0
598 195955 67 0
599 307352 12 0
600 1140305 64 0
601 1114833 55 0
602 45837 58 0
603 386926 66 0
604 13765 67 0
605 376264 21 0
606 1127005 13 0
607 853084 62 0
608 105511 21 0
609 229342 60 0
610 1132375 20 0
611 11915 23 0
612 23223 20 0
613 1089804 17 0
614 2342 18 0
615 99820 16 0
616 483476 20 0
617 1416 62 0
618 1153458 68 0
619 1153231 66 0
620 53462 58 0
621 1138604 48 0
622 1130977 65 0
623 1153667 70 0
624 1113605 54 0
625 276038 13 0
626 68013 46 0
627 46501 12 0
628 56752 44 0
629 1120451 6 0
630 5954 62 0
631 119283 18 0
632 610078 18 0
633 18349 58 0
634 1123056 35 0
635 26735 29 0
636 254038 61 0
637 112625 62 0
638 683146 8 0
639 1140014 57 0
640 18244 15 0
641 963976 15 0
642 924079 62 0
643 10070 67 0
644 585167 4 0
645 120819 8 0
646 36883 16 0
647 93748 55 0
648 1140168 28 0
649 160537 24 0
650 1111254 7 0
651 1133428 8 0
652 10169 12 0
653 226698 8 0
654 537828 18 0
655 1103558 21 0
656 847877 62 0
657 84936 70 0
658 152227 12 0
659 694386 12 0
660 106590 9 0
661 1119410 68 0
662 808325 13 0
663 1113110 62 0
664 1152484 66 0
665 1153811 11 0
666 1153144 60 0
667 1138084 19 0
668 251923 16 0
669 47526 68 0
670 187281 70 0
671 413032 8 0
672 57655 18 0
673 1125563 57 0
674 609987 13 0
675 1113896 4 0
676 160334 57 0
677 1106266 3 0
678 103302 18 0
679 660313 70 0
680 31769 8 0
681 60299 60 0
682 669201 56 0
683 340910 61 0
684 1110109 24 0
685 96846 7 0
686 480021 30 0
687 1106839 44 0
688 1127473 14 0
689 1112108 10 0
690 75121 6 0
691 1131099 55 0
692 37252 32 0
693 32491 64 0
694 135632 18 0
695 14881 62 0
696 50514 1 0
697 1046528 58 0
698 1111898 18 0
699 1112876 64 0
700 251340 64 0
701 6852 1 0
702 10484 48 0
703 100816 58 0
704 1108451 8 0
705 1140957 68 0
706 612646 24 0
707 1128117 21 0
708 218140 15 0
709 1115608 2 0
710 173923 60 0
711 95747 17 0
712 2139 36 0
713 616446 59 0
714 811869 55 0
715 62469 13 0
716 367832 14 0
717 1152924 48 0
718 1152201 58 0
719 1119811 41 0
720 1153605 48 0
721 30996 5 0
722 864946 62 0
723 216500 64 0
724 1135631 15 0
725 1154801 61 0
726 604428 48 0
727 1118222 9 0
728 457710 45 0
729 756209 18 0
730 1075633 61 0
731 20786 50 0
732 18793 31 0
733 1123826 32 0
734 815941 4 0
735 1146391 35 0
736 612541 50 0
737 86923 8 0
738 1153272 8 0
739 313092 13 0
740 608190 7 0
741 818519 54 0
742 1106527 46 0
743 62473 17 0
744 1153284 55 0
745 28026 6 0
746 120817 8 0
747 1115461 1 0
748 33863 64 0
749 136732 58 0
750 15224 50 0
751 1154726 16 0
752 808860 54 0
753 362535 26 0
754 667491 37 0
755 1108947 62 0
756 1125167 64 0
757 1152806 67 0
758 798365 28 0
759 684969 24 0
760 781416 37 0
761 1138228 24 0
762 94641 7 0
763 50804 58 0
764 1127230 1 0
765 1122313 41 0
766 1105338 2 0
767 1154597 58 0
768 397488 7 0
769 249504 47 0
770 18276 17 0
771 1111600 67 0
772 292255 7 0
773 23396 60 0
774 1010818 23 0
775 131666 12 0
776 2934 60 0
777 103024 29 0
778 1135916 26 0
779 1129166 2 0
780 191062 36 0
781 1114479 15 0
782 1152736 44 0
783 73744 48 0
784 40774 58 0
785 243802 18 0
786 2757 67 0
787 315323 65 0
788 600621 2 0
789 1112421 44 0
790 1128969 7 0
791 1107385 8 0
792 1140397 62 0
793 1135165 19 0
794 698391 67 0
795 145845 24 0
796 1107806 55 0
797 1153877 6 0
798 8453 60 0
799 520763 53 0
800 250221 9 0
801 1140986 22 0
802 29633 16 0
803 1130431 11 0
804 10728 17 0
805 311912 30 0
806 1132667 70 0
807 1105904 26 0
808 365210 36 0
809 1134253 55 0
810 743746 20 0
811 10398 30 0
812 117827 1 0
813 12787 46 0
814 1114471 60 0
815 3981 60 0
816 53034 3 0
817 27460 46 0
818 1103901 41 0
819 1129210 70 0
820 1140725 50 0
821 89651 40 0
822 1140918 42 0
823 23145 62 0
824 1105096 62 0
825 1125024 54 0
826 7031 18 0
827 604046 3 0
828 8826 2 0
829 225013 18 0
830 1154174 67 0
831 746737 35 0
832 616336 11 0
833 44824 45 0
834 243980 57 0
835 20458 62 0
836 43613 62 0
837 38805 18 0
838 688935 60 0
839 1154464 55 0
840 67009 67 0
841 1133652 61 0
842 501843 58 0
843 699004 64 0
844 45179 62 0
845 351913 46 0
846 36573 68 0
847 1140206 16 0
848 9238 55 0
849 1133357 67 0
850 50749 15 0
851 1152869 36 0
852 664352 66 0
853 109233 17 0
854 712348 62 0
855 733361 16 0
856 1153866 11 0
857 524812 15 0
858 390426 21 0
859 96995 60 0
860 1137960 56 0
861 60535 67 0
862 1124960 66 0
863 1128844 7 0
864 59922 70 0
865 1114384 1 0
866 153648 58 0
867 4531 53 0
868 755131 35 0
869 6782 12 0
870 1082717 70 0
871 12043 41 0
872 36105 15 0
873 795307 54 0
874 1128559 19 0
875 1108632 46 0
876 766745 17 0
877 393259 62 0
878 54324 13 0
879 397229 14 0
880 7099 36 0
881 176602 61 0
882 1009595 50 0
883 153651 55 0
884 1136489 46 0
885 1140419 64 0
886 1152810 1 0
887 1140697 24 0
888 304097 46 0
889 158047 13 0
890 376988 19 0
891 675550 58 0
892 820013 62 0
893 1131104 45 0
894 43088 65 0
895 1113405 58 0
896 304292 58 0
897 1114173 35 0
898 559804 9 0
899 1115113 36 0
900 65990 15 0
901 573978 7 0
902 457917 16 0
903 1122613 58 0
904 1116348 30 0
905 1152863 60 0
906 3288 31 0
907 69982 14 0
908 1140249 31 0
909 38318 48 0
910 99039 4 0
911 185911 4 0
912 1118892 15 0
913 62347 10 0
914 5217 63 0
915 1107388 4 0
916 467643 13 0
917 85599 64 0
918 112813 6 0
919 1108549 68 0
920 809977 18 0
921 1138694 4 0
922 33303 6 0
923 23738 12 0
924 14531 6 0
925 284132 30 0
926 18619 12 0
927 1154204 11 0
928 48623 65 0
929 13901 10 0
930 1128291 7 0
931 1110908 24 0
932 10539 22 0
933 1139636 58 0
934 1152477 49 0
935 381717 60 0
936 361412 18 0
937 1129274 60 0
938 1120755 18 0
939 1118380 58 0
940 1138299 1 0
941 77110 21 0
942 693576 27 0
943 1133173 20 0
944 112071 36 0
945 628260 10 0
946 814019 55 0
947 1124683 14 0
948 1105231 7 0
949 123038 20 0
950 98292 60 0
951 262888 41 0
952 1122698 37 0
953 1110178 18 0
954 1154730 70 0
955 434960 58 0
956 802416 19 0
957 1109488 55 0
958 104407 14 0
959 271887 15 0
960 1136553 41 0
961 230884 8 0
962 42585 1 0
963 54276 26 0
964 1139253 58 0
965 955560 48 0
966 1379 14 0
967 1125703 48 0
968 251011 8 0
969 832012 21 0
970 1152501 8 0
971 32443 48 0
972 1154536 53 0
973 1116973 17 0
974 835410 46 0
975 1114118 8 0
976 17977 60 0
977 1121201 5 0
978 606793 46 0
979 579448 61 0
980 1130856 7 0
981 1153553 5 0
982 122345 15 0
983 1126863 8 0
984 40009 59 0
985 351867 61 0
986 3583 17 0
987 424341 62 0
988 250329 58 0
989 21273 15 0
990 47866 32 0
991 250672 67 0
992 83345 45 0
993 63041 60 0
994 1153121 19 0
995 56345 46 0
996 1140885 62 0
997 814716 55 0
998 9284 18 0
999 332730 22 0
1000 1134219 62 0
1001 75217 67 0
1002 58812 62 0
1003 37769 23 0
1004 1127708 70 0
1005 569424 14 0
1006 686015 8 0
1007 1114575 14 0
1008 803196 19 0
1009 276287 15 0
1010 60051 66 0
1011 19524 68 0
1012 188635 18 0
1013 1116454 12 0
1014 572733 48 0
1015 431907 1 0
1016 138103 67 0
1017 1126860 36 0
1018 1104770 46 0
1019 37884 9 0
1020 1102933 12 0
1021 631660 35 0
1022 828224 6 0
1023 855681 70 0
1024 3846 60 0
1025 1102377 1 0
1026 358544 65 0
1027 1051369 5 0
1028 1123514 33 0
1029 1122632 18 0
1030 2462 58 0
1031 1052008 68 0
1032 1109017 7 0
1033 610 58 0
1034 723162 40 0
1035 47587 13 0
1036 99463 42 0
1037 1919 9 0
1038 58559 32 0
1039 35844 63 0
1040 1132356 61 0
1041 1153188 47 0
1042 1154433 70 0
1043 1153185 17 0
1044 350370 12 0
1045 43372 48 0
1046 5161 60 0
1047 1112943 44 0
1048 1082048 47 0
1049 523010 8 0
1050 162250 63 0
1051 36031 50 0
1052 8041 60 0
1053 12182 12 0
1054 212549 70 0
1055 634938 7 0
1056 755948 15 0
1057 1138822 19 0
1058 1115733 36 0
1059 1141444 58 0
1060 88107 62 0
1061 1152733 46 0
1062 191404 9 0
1063 1123691 68 0
1064 102938 8 0
1065 23665 5 0
1066 1134787 60 0
1067 1126728 61 0
1068 602934 35 0
1069 133410 62 0
1070 777 14 0
1071 628730 18 0
1072 1124363 70 0
1073 47767 1 0
1074 1105394 10 0
1075 1107105 60 0
1076 1108765 60 0
1077 1154627 19 0
1078 1124192 57 0
1079 85640 14 0
1080 11656 62 0
1081 1153921 8 0
1082 1116161 60 0
1083 1103016 8 0
1084 350108 69 0
1085 63025 63 0
1086 1134320 9 0
1087 1141467 61 0
1088 124984 13 0
1089 1120104 63 0
1090 1104658 15 0
1091 175128 47 0
1092 93187 67 0
1093 837674 37 0
1094 14232 16 0
1095 564083 69 0
1096 638992 63 0
1097 1903 26 0
1098 631243 35 0
1099 760497 18 0
1100 32721 53 0
1101 1106469 12 0
1102 1111691 22 0
1103 741864 36 0
1104 68463 11 0
1105 18250 15 0
1106 1153580 14 0
1107 1132174 60 0
1108 1134956 35 0
1109 10045 18 0
1110 131787 53 0
1111 600581 2 0
1112 1102567 6 0
1113 27821 60 0
1114 72398 2 0
1115 40124 12 0
1116 152525 58 0
1117 27129 42 0
1118 1104295 48 0
1119 3976 58 0
1120 118625 67 0
1121 900800 46 0
1122 1109581 9 0
1123 149741 18 0
1124 39530 62 0
1125 323322 64 0
1126 87327 1 0
1127 1113539 56 0
1128 3575 58 0
1129 1140212 16 0
1130 4101 63 0
1131 1154141 39 0
1132 1152895 42 0
1133 107297 18 0
1134 1109667 12 0
1135 429950 13 0
1136 1105450 12 0
1137 1154384 45 0
1138 1138235 24 0
1139 1110947 6 0
1140 12141 58 0
1141 1132706 6 0
1142 709390 56 0
1143 1138438 18 0
1144 1119476 41 0
1145 1137326 46 0
1146 97976 60 0
1147 753070 12 0
1148 15581 16 0
1149 195649 61 0
1150 41699 33 0
1151 1106718 26 0
1152 26902 27 0
1153 24385 19 0
1154 1114543 46 0
1155 742 30 0
1156 1008942 24 0
1157 1139576 34 0
1158 112357 62 0
1159 32489 64 0
1160 206371 7 0
1161 1102593 4 0
1162 1128066 46 0
1163 774816 35 0
1164 911240 4 0
1165 1120470 47 0
1166 778420 66 0
1167 42837 29 0
1168 19836 29 0
1169 847001 62 0
1170 1128223 7 0
1171 61008 60 0
1172 322984 64 0
1173 105911 37 0
1174 744439 57 0
1175 1106759 22 0
1176 1133976 51 0
1177 7375 64 0
1178 1116519 70 0
1179 1128367 67 0
1180 643199 7 0
1181 108729 6 0
1182 66901 24 0
1183 75711 47 0
1184 1114666 30 0
1185 1125996 17 0
1186 12719 23 0
1187 1109421 48 0
1188 739816 8 0
1189 100608 15 0
1190 33868 64 0
1191 1153680 60 0
1192 490755 4 0
1193 135346 23 0
1194 111256 32 0
1195 130722 5 0
1196 744514 13 0
1197 196611 18 0
1198 60019 3 0
1199 12486 55 0
1200 35307 4 0
1201 1120144 1 0
1202 1113073 13 0
1203 1154261 30 0
1204 285746 64 0
1205 515317 41 0
1206 20180 6 0
1207 5204 36 0
1208 1108138 46 0
1209 78511 7 0
1210 65223 14 0
1211 66760 19 0
1212 1135163 19 0
1213 1137863 14 0
1214 1152925 36 0
1215 315733 37 0
1216 26991 36 0
1217 1107037 15 0
1218 212689 20 0
1219 150696 18 0
1220 353558 41 0
1221 417146 19 0
1222 2845 3 0
1223 1154270 60 0
1224 1105991 42 0
1225 1133642 41 0
1226 87009 5 0
1227 447250 8 0
1228 1145940 17 0
1229 26998 36 0
1230 1124018 54 0
1231 33046 14 0
1232 1115005 68 0
1233 472574 20 0
1234 1154253 30 0
1235 151924 15 0
1236 16524 3 0
1237 74769 26 0
1238 137708 19 0
1239 29246 14 0
1240 15510 13 0
1241 366499 58 0
1242 1153058 47 0
1243 289885 9 0
1244 34266 8 0
1245 645146 9 0
1246 33518 18 0
1247 1110012 5 0
1248 130732 5 0
1249 1141556 68 0
1250 22119 30 0
1251 1109338 14 0
1252 481260 67 0
1253 1141315 17 0
1254 935822 68 0
1255 78656 4 0
1256 1107725 44 0
1257 168060 36 0
1258 1138304 1 0
1259 987188 8 0
1260 1110950 6 0
1261 29361 54 0
1262 1107752 15 0
1263 110939 61 0
1264 1152179 8 0
1265 1118352 58 0
1266 359067 6 0
1267 1128823 15 0
1268 1121627 48 0
1269 530136 19 0
1270 1152623 62 0
1271 1120325 57 0
1272 30744 1 0
1273 1111502 10 0
1274 745721 58 0
1275 1136380 70 0
1276 441090 32 0
1277 52207 41 0
1278 52097 63 0
1279 1152881 60 0
1280 1109697 7 0
1281 198501 60 0
1282 1108643 61 0
1283 300806 8 0
1284 79130 6 0
1285 1123013 14 0
1286 1134025 4 0
1287 53071 66 0
1288 100 55 0
1289 128203 12 0
1290 706070 58 0
1291 737217 62 0
1292 1128315 7 0
1293 100828 46 0
1294 1131683 50 0
1295 6842 1 0
1296 980147 20 0
1297 895180 20 0
1298 544341 62 0
1299 1119448 60 0
1300 750466 24 0
1301 199097 67 0
1302 118079 10 0
1303 4964 35 0
1304 1049855 12 0
1305 1104699 18 0
1306 53633 62 0
1307 267635 15 0
1308 203716 69 0
1309 309083 64 0
1310 113803 14 0
1311 116864 57 0
1312 1119717 34 0
1313 349111 33 0
1314 239358 34 0
1315 160005 36 0
1316 1153020 58 0
1317 1114993 9 0
1318 955256 59 0
1319 1129792 19 0
1320 1130048 56 0
1321 1123868 14 0
1322 1153964 62 0
1323 1135076 30 0
1324 1116087 3 0
1325 254322 69 0
1326 1113941 46 0
1327 1119782 8 0
1328 38771 8 0
1329 127170 58 0
1330 4399 65 0
1331 54139 59 0
1332 1114402 59 0
1333 15403 60 0
1334 1112979 19 0
1335 1152238 53 0
1336 123880 55 0
1337 642593 8 0
1338 1107477 18 0
1339 116181 41 0
1340 9182 62 0
1341 1134663 29 0
1342 260121 8 0
1343 1137399 37 0
1344 3323 60 0
1345 735310 35 0
1346 69240 18 0
1347 33672 56 0
1348 1152267 19 0
1349 373408 24 0
1350 1131735 8 0
1351 627024 8 0
1352 77700 28 0
1353 279109 16 0
1354 180187 11 0
1355 370630 69 0
1356 126339 60 0
1357 1152093 41 0
1358 1152615 13 0
1359 679118 20 0
1360 13849 36 0
1361 97204 27 0
1362 93367 12 0
1363 189946 60 0
1364 1138613 65 0
1365 1123707 55 0
1366 1130003 70 0
1367 1130527 36 0
1368 690839 19 0
1369 1140562 66 0
1370 642894 9 0
1371 1152709 16 0
1372 517370 58 0
1373 1104707 11 0
1374 829899 18 0
1375 474125 60 0
1376 158435 61 0
1377 43578 63 0
1378 305559 20 0
1379 35769 15 0
1380 17678 4 0
1381 45158 2 0
1382 1152902 16 0
1383 1131258 9 0
1384 861032 24 0
1385 21855 47 0
1386 1131554 15 0
1387 1103167 13 0
1388 123825 8 0
1389 11470 47 0
1390 853563 69 0
1391 1105974 60 0
1392 755473 18 0
1393 1106849 8 0
1394 442603 32 0
1395 1106236 6 0
1396 636500 12 0
1397 99467 42 0
1398 122018 42 0
1399 1117574 15 0
1400 270867 61 0
1401 86494 36 0
1402 674945 56 0
1403 9586 7 0
1404 123220 70 0
1405 690427 4 0
1406 19183 4 0
1407 1104810 55 0
1408 1116574 24 0
1409 1102598 18 0
1410 1122617 13 0
1411 629049 15 0
1412 1152947 46 0
1413 503871 7 0
1414 60389 4 0
1415 273658 64 0
1416 427298 35 0
1417 34004 48 0
1418 1119218 48 0
1419 64037 56 0
1420 1154067 18 0
1421 1152986 68 0
1422 10153 58 0
1423 19487 13 0
1424 777525 70 0
1425 1139212 4 0
1426 51445 1 0
1427 1123860 55 0
1428 160335 57 0
1429 733699 19 0
1430 1108260 58 0
1431 57764 12 0
1432 605727 7 0
1433 1120041 30 0
1434 1154283 67 0
1435 764293 46 0
1436 701429 9 0
1437 1121512 10 0
1438 1128534 2 0
1439 1152251 67 0
1440 167988 43 0
1441 640617 7 0
1442 5236 59 0
